IGPCV;DENOMINACION;PROVINCIA;MUNICIPIO;UTMESTE;UTMNORTE;CODCLASIFICACION;CLASIFICACION;CODCATEGORIA;CATEGORIA
"03.140-9999-000025";"Escudo heráldico de los Mergelina Llorens";"ALICANTE";"VILLENA";"4278023";"685980";1;"Bienes inmuebles 1ª";4;"Monumento"
"03.140-9999-000026";"Escudo heráldico de los Mergelina Muñoz de Orellana";"ALICANTE";"VILLENA";"4277871";"685874";1;"Bienes inmuebles 1ª";4;"Monumento"
"03.140-9999-000027";"Escudo heráldico de los Cervera Martínez de Olivencia";"ALICANTE";"VILLENA";"4278101";"686013";1;"Bienes inmuebles 1ª";4;"Monumento"
"03.140-9999-000029";"Campana Santa María de la parroquia de Santa María de Villena";"ALICANTE";"VILLENA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"03.140-9999-000030";"Campana de las horas de la parroquia de Santa María de Villena";"ALICANTE";"VILLENA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"03.140-9999-000031";"Cabezo Redondo";"ALICANTE";"VILLENA";"4279323";"683588";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"03.140-9999-000033";"Murallas de Villena";"ALICANTE";"VILLENA";;;1;"Bienes inmuebles 1ª";;
"03.901-9999-000001";"Torre";"ALICANTE";"POBLETS (ELS)";"4304175";"761739";1;"Bienes inmuebles 1ª";4;"Monumento"
"03.902-9999-000001";"Torre Horadada";"ALICANTE";"PILAR DE LA HORADADA";"4193521";"697339";1;"Bienes inmuebles 1ª";4;"Monumento"
"03.903-9999-000002";"Torre de la Marquesa";"ALICANTE";"MONTESINOS (LOS)";"4208523";"696062";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.001-9999-000002";"Escudo de los Barceló";"CASTELLÓN";"ATZENETA DEL MAESTRAT";"4455646";"740836";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.001-9999-000003";"Emblema de Jesús";"CASTELLÓN";"ATZENETA DEL MAESTRAT";"4455664";"740942";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.001-9999-000004";"Castillo";"CASTELLÓN";"ATZENETA DEL MAESTRAT";"4453339";"738101";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.001-9999-000011";"Recinto Amurallado de Atzeneta del Maestrat";"CASTELLÓN";"ATZENETA DEL MAESTRAT";"4455697";"740807";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.001-9999-000018";"Escudo heráldico de los Moles Bertrán";"CASTELLÓN";"ATZENETA DEL MAESTRAT";"4455656";"740899";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.002-9999-000004";"Castillo de Benalí";"CASTELLÓN";"AÍN";"4419140";"726802";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.003-9999-000001";"Escudo de los Pallarés Pastor";"CASTELLÓN";"ALBOCÀSSER";"4471749";"756856";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.003-9999-000002";"Escudo de los Fuster";"CASTELLÓN";"ALBOCÀSSER";"4471809";"756822";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.003-9999-000006";"Torre de L' Alfalsar";"CASTELLÓN";"ALBOCÀSSER";"4471171";"756666";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.003-9999-000008";"Ermita hospedería de San Pablo";"CASTELLÓN";"ALBOCÀSSER";"4470215";"754298";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.003-9999-000009";"Torre de La Fonteta";"CASTELLÓN";"ALBOCÀSSER";"4471810";"756668";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.003-9999-000012";"Restos del Castillo y Murallas de Albocàsser";"CASTELLÓN";"ALBOCÀSSER";"4471897";"756732";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.003-9999-000020";"Parque cultural de la Valltorta-Gasulla";"CASTELLÓN";"ALBOCÀSSER";"4477366";"760516";1;"Bienes inmuebles 1ª";9;"Parque cultural"
"12.004-9999-000004";"Castillo Templario";"CASTELLÓN";"ALCALÀ DE XIVERT";"4467051";"776639";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.004-9999-000006";"Iglesia Parroquial de San Juan Bautista y Torre Campanario";"CASTELLÓN";"ALCALÀ DE XIVERT";"4466564";"774163";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.004-9999-000007";"Torre de Cap i Corp";"CASTELLÓN";"ALCALÀ DE XIVERT";"4456079";"777467";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.004-9999-000009";"Torre de Ebrí";"CASTELLÓN";"ALCALÀ DE XIVERT";"4464044";"779094";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.005-9999-000002";"Escudo de los Marco Lloris de la Torreta del desaparecido Palacio de los Marco";"CASTELLÓN";"ALCORA (L')";"4439951";"737764";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.005-9999-000003";"Escudo de los Marco Lloris de la Torreta de la Portada de la capilla de Nuestra Señora de los Dolores o de los Marco";"CASTELLÓN";"ALCORA (L')";"4439957";"737755";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.005-9999-000006";"Castillo del Alcalatén";"CASTELLÓN";"ALCORA (L')";"4441791";"738946";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.005-9999-000021";"Real Fábrica del Conde de Aranda";"CASTELLÓN";"ALCORA (L')";"4439489";"737737";1;"Bienes inmuebles 1ª";2;"Sitio histórico"
"12.005-9999-000022";"Murallas de l'Alcora";"CASTELLÓN";"ALCORA (L')";;;1;"Bienes inmuebles 1ª";;
"12.006-9999-000002";"Castillo de Alcudia de Veo";"CASTELLÓN";"ALCUDIA DE VEO";"4422112";"726232";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.006-9999-000004";"Castillo de Jinquer o Xinquer";"CASTELLÓN";"ALCUDIA DE VEO";"4422977";"722653";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.007-9999-000002";"Castillo de Castro";"CASTELLÓN";"ALFONDEGUILLA";"4415719";"732698";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.008-9999-000002";"Torre de la Alfàndiga";"CASTELLÓN";"ALGIMIA DE ALMONACID";"4421378";"719984";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.009-9999-000001";"Recinto Amurallado de Almazora";"CASTELLÓN";"ALMASSORA";"4425387";"751012";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.009-9999-000003";"Restos del Castillo de Almassora";"CASTELLÓN";"ALMASSORA";"4426417";"749402";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.009-9999-000004";"Pont Nou sobre el río Mijares entre Almassora y Vila-real";"CASTELLÓN";"ALMASSORA";"4426460";"749263";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.009-9999-000005";"Puente de Santa Quiteria";"CASTELLÓN";"ALMASSORA";"4426699";"748152";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.009-9999-000007";"Torrelló de Boverot";"CASTELLÓN";"ALMASSORA";"4428506";"743186";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.010-9999-000002";"Castillo del Monte de la Rodana";"CASTELLÓN";"ALMEDÍJAR";"4417177";"720832";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.010-9999-000003";"El Castillet";"CASTELLÓN";"ALMEDÍJAR";"4417056";"721906";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.010-9999-000011";"Murallas de Almedíjar";"CASTELLÓN";"ALMEDÍJAR";;;1;"Bienes inmuebles 1ª";;
"12.011-9999-000003";"Murallas";"CASTELLÓN";"ALMENARA";"4404181";"737770";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.011-9999-000004";"Castillo";"CASTELLÓN";"ALMENARA";"4404436";"738153";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.011-9999-000010";"Yacimiento del Punt del Cid";"CASTELLÓN";"ALMENARA";"4403906";"739303";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.012-9999-000007";"Recinto Amurallado de Altura";"CASTELLÓN";"ALTURA";"4414131";"712935";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.012-9999-000009";"Masía fortificada de San Juan";"CASTELLÓN";"ALTURA";"4412311";"713174";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.012-9999-000016";"Cartuja de la Vall de Christ";"CASTELLÓN";"ALTURA";"4413062";"713220";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.014-9999-000006";"Masía Fortificada Torre Beltrans";"CASTELLÓN";"ARES DEL MAESTRE";"4475229";"745689";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.014-9999-000007";"Castillo de Ares";"CASTELLÓN";"ARES DEL MAESTRE";"4482264";"743258";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.014-9999-000012";"Barranco de los Molinos de Ares del Maestre";"CASTELLÓN";"ARES DEL MAESTRE";"4482250";"743837";1;"Bienes inmuebles 1ª";8;"Espacio etnológico"
"12.014-9999-000023";"Conjunto Histórico de la Villa de Ares del Maestrat";"CASTELLÓN";"ARES DEL MAESTRE";"4482379";"743155";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"12.014-9999-000025";"Muralla de Ares";"CASTELLÓN";"ARES DEL MAESTRE";;;1;"Bienes inmuebles 1ª";;
"12.015-9999-000002";"Castillo Palacio de Ceyt Abu Ceyt";"CASTELLÓN";"ARGELITA";"4437240";"726084";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.015-9999-000003";"Castillo del Buey Negro o del Bou Negre";"CASTELLÓN";"ARGELITA";"4439687";"725945";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.016-9999-000002";"Castillo";"CASTELLÓN";"ARTANA";"4419656";"734432";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.017-9999-000003";"Castillo";"CASTELLÓN";"AYÓDAR";"4430597";"724149";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.018-9999-000001";"Castillo";"CASTELLÓN";"AZUÉBAR";"4412946";"725289";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.018-9999-000006";"Poblado de la Peña Ajuerá";"CASTELLÓN";"AZUÉBAR";"4412475";"725683";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.021-9999-000002";"Palacio - Castillo de Betxí";"CASTELLÓN";"BETXÍ";"4423587";"739525";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.022-9999-000014";"Acueducto de los Arcos";"CASTELLÓN";"BEJÍS";"4420264";"695558";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.022-9999-000018";"Castillo de la Orden de Calatrava";"CASTELLÓN";"BEJÍS";"4420179";"695742";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.022-9999-000019";"Yacimiento icnológico de Bejís";"CASTELLÓN";"BEJÍS";"4419886";"695087";1;"Bienes inmuebles 1ª";7;"Zona paleontológica"
"12.025-9999-000001";"Murallas de Benafigos";"CASTELLÓN";"BENAFIGOS";"4462162";"737341";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.026-9999-000001";"Masía Torre Monfort";"CASTELLÓN";"BENASSAL";"4473208";"741126";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.026-9999-000002";"Castillo de Corbó";"CASTELLÓN";"BENASSAL";"4478393";"736894";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.026-9999-000003";"Torre Nabàs";"CASTELLÓN";"BENASSAL";"4476018";"741222";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.026-9999-000004";"Torre de Bulc";"CASTELLÓN";"BENASSAL";"4476220";"741032";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.026-9999-000005";"Murallas (torres d´en Garcés, de la Presó y Redona)";"CASTELLÓN";"BENASSAL";"4473923";"742619";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.027-9999-000001";"Murallas de Benicarló";"CASTELLÓN";"BENICARLÓ";"4479823";"790473";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.027-9999-000003";"Casa del Marqués de Benicarló";"CASTELLÓN";"BENICARLÓ";"4479854";"790555";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.027-9999-000004";"Antiguo Convento de San Francisco";"CASTELLÓN";"BENICARLÓ";"4480013";"790177";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.027-9999-000011";"Puig de la Nao";"CASTELLÓN";"BENICARLÓ";"4486119";"789558";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.028-9999-000002";"Yacimiento Arqueológico El Morico";"CASTELLÓN";"BENICÀSSIM";"4439904";"756087";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.028-9999-000007";"Iglesia Parroquial de Santo Tomás de Villanueva";"CASTELLÓN";"BENICÀSSIM";"4438397";"761404";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.028-9999-000009";"Castillo de Montornés";"CASTELLÓN";"BENICÀSSIM";"4439008";"758378";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.028-9999-000010";"Torre de San Vicente";"CASTELLÓN";"BENICÀSSIM";"4437526";"761852";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.028-9999-000011";"Castillo de Benicasim";"CASTELLÓN";"BENICÀSSIM";"4438528";"761392";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.028-9999-000012";"Torre del Barón";"CASTELLÓN";"BENICÀSSIM";"4435307";"757809";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.028-9999-000087";"Desierto de Las Palmas";"CASTELLÓN";"BENICÀSSIM";"4440417";"758206";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"12.031-9999-000004";"Castillo";"CASTELLÓN";"BORRIOL";"4436897";"749715";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.032-9999-000001";"Torre Tadeo";"CASTELLÓN";"BORRIANA";"4421421";"751414";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.032-9999-000008";"Iglesia Parroquial de El Salvador";"CASTELLÓN";"BORRIANA";"4419574";"749336";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.032-9999-000009";"Exconvento de la Merced";"CASTELLÓN";"BORRIANA";"4419432";"749566";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.032-9999-000010";"Conjunto Histórico de Burriana";"CASTELLÓN";"BORRIANA";"4419652";"749387";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"12.032-9999-000011";"Torre del Mar";"CASTELLÓN";"BORRIANA";"4418435";"751969";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.032-9999-000012";"Torre de Carabona";"CASTELLÓN";"BORRIANA";"4417942";"746244";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.032-9999-000013";"Yacimiento fenicio de Vinarratgell";"CASTELLÓN";"BORRIANA";"4423391";"752342";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.032-9999-000014";"Masía Fortificada Torre Calatrava";"CASTELLÓN";"BORRIANA";"4419358";"749976";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.032-9999-000015";"Torre Vinarragell";"CASTELLÓN";"BORRIANA";"4422171";"753158";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.032-9999-000053";"Murallas de Burriana";"CASTELLÓN";"BORRIANA";;;1;"Bienes inmuebles 1ª";;
"12.033-9999-000001";"Recinto Amurallado de Cabanes";"CASTELLÓN";"CABANES";"4449458";"759402";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.033-9999-000002";"Arco romano";"CASTELLÓN";"CABANES";"4450493";"756742";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.033-9999-000003";"Ermita fortificada de Albalat";"CASTELLÓN";"CABANES";"4451392";"768947";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.033-9999-000004";"Castillo de Miravet";"CASTELLÓN";"CABANES";"4443862";"762538";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.033-9999-000008";"Torre de la Sal";"CASTELLÓN";"CABANES";"4447077";"769510";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.033-9999-000009";"Castillo de Albalat";"CASTELLÓN";"CABANES";"4451643";"768920";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.033-9999-000011";"Torre dels Gats";"CASTELLÓN";"CABANES";"4450212";"768425";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.033-9999-000012";"Torre del Carmen";"CASTELLÓN";"CABANES";"4450139";"769548";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.033-9999-000013";"Torre Carmelet";"CASTELLÓN";"CABANES";"4450031";"768363";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.034-9999-000002";"Torre de Càlig";"CASTELLÓN";"CÀLIG";"4484415";"784463";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.036-9999-000003";"Murallas de Canet lo Roig";"CASTELLÓN";"CANET LO ROIG";"4493976";"774563";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.037-9999-000002";"Castell de Castell de Cabres";"CASTELLÓN";"CASTELL DE CABRES";"4505688";"757188";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.038-9999-000002";"Ermita de San Pedro";"CASTELLÓN";"CASTELLFORT";"4486856";"739564";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.038-9999-000003";"Ermita de la Virgen de la Fuente";"CASTELLÓN";"CASTELLFORT";"4484507";"739644";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.039-9999-000001";"Castillo y Murallas de Castellnovo";"CASTELLÓN";"CASTELLNOVO";"4415317";"717519";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.039-9999-000005";"Torre de Mal Paso";"CASTELLÓN";"CASTELLNOVO";"4416359";"716091";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.040-9999-000002";"Museo de Bellas Artes";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430039";"753584";1;"Bienes inmuebles 1ª";20;"Fondo de museo (primera)"
"12.040-9999-000012";"Castell d'En Nadal";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4434579";"751106";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.040-9999-000013";"Ayuntamiento de Castellón de la Plana";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430412";"752911";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.040-9999-000014";"Murallas Carlistas";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430692";"753274";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.040-9999-000015";"Torre Campanario El Fadrí";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430429";"752961";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.040-9999-000016";"Iglesia de Santa María la Mayor";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430419";"753018";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.040-9999-000017";"La Lonja del Cáñamo";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430459";"752988";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.040-9999-000018";"Castell Vell y Ermitorio de la Magdalena";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4435952";"755510";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.040-9999-000019";"Parque Ribalta, Plaza de la Independencia y Plaza Tetuán";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430541";"752304";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"12.040-9999-000020";"Palacio Episcopal";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430286";"753175";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.040-9999-000021";"Torreta Alonso";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4434260";"751626";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.040-9999-000022";"Archivo Histórico Provincial de Castellón";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430698";"753493";1;"Bienes inmuebles 1ª";6;"Archivo"
"12.040-9999-000035";"Petroglifos de las islas Columbretes";"CASTELLÓN";"CASTELLÓ DE LA PLANA";;;1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.040-9999-000036";"Escudo heráldico dels Vallés Ferrer";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430390";"753101";1;"Bienes inmuebles 1ª";;
"12.040-9999-000037";"Escudo heráldico de Felipe V";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430570";"753204";1;"Bienes inmuebles 1ª";;
"12.040-9999-000038";"Escudo heráldico de Carles II";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430573";"753226";1;"Bienes inmuebles 1ª";;
"12.040-9999-000039";"Escudo heráldico de Isabel II";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430587";"753103";1;"Bienes inmuebles 1ª";;
"12.040-9999-000040";"Escudo heráldico de los Segarra";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430643";"752975";1;"Bienes inmuebles 1ª";;
"12.040-9999-000041";"Escudo heráldico de los Segarra bis";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430645";"752944";1;"Bienes inmuebles 1ª";;
"12.040-9999-000042";"Escudo heráldico del Barón de Benicàssim";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430539";"753045";1;"Bienes inmuebles 1ª";;
"12.040-9999-000043";"Escudo heráldico de la Cartuja de Valdecrist";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430436";"752975";1;"Bienes inmuebles 1ª";;
"12.040-9999-000044";"Escudo heráldico de los Más y Tosquella";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430283";"752831";1;"Bienes inmuebles 1ª";;
"12.040-9999-000045";"Escudo heráldico de los Tirado";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430254";"752825";1;"Bienes inmuebles 1ª";;
"12.040-9999-000046";"Escudo heráldico de los Tirado bis";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430240";"752830";1;"Bienes inmuebles 1ª";;
"12.040-9999-000047";"Escudo heráldico de los Andreu";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430561";"753129";1;"Bienes inmuebles 1ª";;
"12.040-9999-000048";"Escudo heráldico del obispo Salinas";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430292";"753164";1;"Bienes inmuebles 1ª";;
"12.040-9999-000049";"Escudo heráldico de los Casalduch";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4428896";"752164";1;"Bienes inmuebles 1ª";;
"12.040-9999-000050";"Escudo heráldico de la orden de san Agustín";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4430534";"753127";1;"Bienes inmuebles 1ª";;
"12.040-9999-000051";"Escudo heráldico de la orden de san Agustín bis";"CASTELLÓN";"CASTELLÓ DE LA PLANA";;;1;"Bienes inmuebles 1ª";;
"12.040-9999-000052";"Peirò de Fadrell sant Francesc de la Font";"CASTELLÓN";"CASTELLÓ DE LA PLANA";"4434325";"755875";1;"Bienes inmuebles 1ª";;
"12.040-9999-000053";"Campana la Tàfol, de les hores del campanar de la Vila de Castellón de la Plana";"CASTELLÓN";"CASTELLÓ DE LA PLANA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"12.040-9999-000125";"Murallas de Castellón";"CASTELLÓN";"CASTELLÓ DE LA PLANA";;;1;"Bienes inmuebles 1ª";;
"12.041-9999-000001";"Castillo de Villamalefa";"CASTELLÓN";"CASTILLO DE VILLAMALEFA";"4445577";"723197";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.042-9999-000001";"Escudo de la Casa Abadía";"CASTELLÓN";"CATÍ";"4484518";"756290";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.042-9999-000002";"Emblema e Inscripción en la Casa del Mercader Jerónimo Martí";"CASTELLÓN";"CATÍ";"4484442";"756240";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.042-9999-000003";"Escudo Nobiliario de la Casa de los Sans";"CASTELLÓN";"CATÍ";"4484589";"756320";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.042-9999-000004";"Escudo Nobiliario de la Casa en la calle San Juan";"CASTELLÓN";"CATÍ";"4484477";"756248";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.042-9999-000005";"Escudo del Antiguo Hospital";"CASTELLÓN";"CATÍ";"4484490";"756276";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.042-9999-000006";"Escudos de la Iglesia";"CASTELLÓN";"CATÍ";"4484515";"756296";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.042-9999-000012";"Murallas";"CASTELLÓN";"CATÍ";"4484425";"756217";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.042-9999-000023";"Conjunto Histórico";"CASTELLÓN";"CATÍ";"4484464";"756245";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"12.043-9999-000005";"Torre del Molino";"CASTELLÓN";"CAUDIEL";"4425409";"707264";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.044-9999-000002";"Escudo de la Calle Santa Bárbara";"CASTELLÓN";"CERVERA DEL MAESTRE";"4483353";"777820";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.044-9999-000013";"Torre i Molí de l'Oli";"CASTELLÓN";"CERVERA DEL MAESTRE";"4483906";"778679";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.044-9999-000014";"Castillo de Cervera";"CASTELLÓN";"CERVERA DEL MAESTRE";"4483302";"777640";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.045-9999-000006";"Torre de los Moros";"CASTELLÓN";"CINCTORRES";"4497715";"735868";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.046-9999-000001";"Castillo de Cirat";"CASTELLÓN";"CIRAT";"4436379";"716124";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.046-9999-000002";"Torre del Palacio de los Condes de Cirat";"CASTELLÓN";"CIRAT";"4436987";"716436";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.046-9999-000004";"Castillo del Tormo";"CASTELLÓN";"CIRAT";"4437830";"719414";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.050-9999-000002";"Murallas de les Coves de Vinromà";"CASTELLÓN";"COVES DE VINROMÀ (LES)";"4467062";"765329";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.051-9999-000001";"Torre Amador";"CASTELLÓN";"CULLA";"4468012";"743506";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.051-9999-000003";"Torre vigía de San Cristòfol";"CASTELLÓN";"CULLA";"4467932";"740548";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.051-9999-000004";"Torre del Palomar";"CASTELLÓN";"CULLA";"4469362";"740869";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.051-9999-000005";"Castillo y muralla";"CASTELLÓN";"CULLA";"4469107";"740678";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.051-9999-000007";"Torre Matella";"CASTELLÓN";"CULLA";"4459401";"747222";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.051-9999-000014";"Campana la Grossa de la parroquia de El Salvador de Culla";"CASTELLÓN";"CULLA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"12.051-9999-000015";"Conjunto Histórico de Culla";"CASTELLÓN";"CULLA";"4469107";"740756";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"12.052-9999-000011";"Castell de Xert";"CASTELLÓN";"XERT";"4490394";"767382";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.052-9999-000014";"Masía Fortificada Torreta del Molinàs";"CASTELLÓN";"XERT";"4489785";"764238";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.052-9999-000015";"Torre de San Marcos de la Barcella";"CASTELLÓN";"XERT";"4493865";"766858";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.052-9999-000016";"Torre Enroig o Comaro";"CASTELLÓN";"XERT";"4489024";"763982";1;"Bienes inmuebles 1ª";4;"Monumento"
